Unnamed: 0,remote_hostname,company,company_website,result
220,jtvnw.net,Akamai Technologies,https://www.akamai.com/,CDN
37,cloudfront.net,Amazon,https://www.amazon.com/,CDN
37,cloudfront.net,Amazon,https://aws.amazon.com,CDN
462,lastpass.com,LastPass,https://www.lastpass.com/,first-party host
462,lastpass.com,"LogMeIn, Inc.",https://www.logmeininc.com/,first-party host
748,netflix.net,Netflix Inc.,https://www.netflix.com/,CDN
748,netflix.net,Netflix,https://www.netflix.com/,CDN
1150,bbc.com,BBC,https://www.bbc.com/,first-party host
1150,bbc.com,BBC,https://www.bbc.com/,first-party host
487,staticwars.com,Static Wars,,static server
487,staticwars.com,StaticWars,https://staticwars.com/,static server
1122,360yield.com,TripleLift,https://triplelift.com/,advertising
1122,360yield.com,360 Yield Center,https://www.360yieldcenter.com/,marketing
2102,dedicatedpanel.com,DedicatedPanel,https://www.dedicatedpanel.com/,static server
2102,dedicatedpanel.com,DedicatedPanel,https://www.dedicatedpanel.com/,static server
868,belkin.com,Belkin,https://www.belkin.com/,first-party host
868,belkin.com,"Belkin International, Inc.",https://www.belkin.com/,first-party host
992,bilibili.com,Bilibili,https://www.bilibili.com/,first-party host
992,bilibili.com,Bilibili Inc.,https://www.bilibili.com,first-party host
1140,s-microsoft.com,Microsoft Corporation,https://www.microsoft.com/,CDN
1140,s-microsoft.com,Microsoft Corporation,https://www.microsoft.com/,CDN
1353,sublink.org,,,
1353,sublink.org,,,DNS
1757,afilias-nst.info,Afilias Limited,https://afilias.info/,DNS
1757,afilias-nst.info,Afilias,https://afilias.info/,DNS
1217,216.in-addr.arpa,Internet Assigned Numbers Authority (IANA),https://www.iana.org/,DNS
1217,216.in-addr.arpa,Internet Assigned Numbers Authority (IANA),https://www.iana.org/,DNS
1718,tado.com,Tado GmbH,https://www.tado.com/,first-party host
1718,tado.com,Tado GmbH,https://www.tado.com,marketing
2006,rakuten.com,,,
2006,rakuten.com,Rakuten,https://www.rakuten.com/,e-commerce
2354,zenkube.com,,,
2354,zenkube.com,Zenkube,https://www.zenkube.com/,static server
2530,hispeed.ch,Swisscom,https://www.swisscom.ch/,static server
2530,hispeed.ch,Sunrise Communications AG,https://www.sunrise.ch/,first-party host
2774,vtuner.com,vTuner,https://www.vtuner.com/,CDN
2774,vtuner.com,vTuner,https://vtuner.com,CDN
2036,youtu.be,Google,https://www.google.com/,CDN
2036,youtu.be,Google,https://www.google.com/,CDN
1416,flashtalking.com,Flashtalking,https://flashtalking.com/,advertising
1416,flashtalking.com,Flashtalking,https://www.flashtalking.com/,advertising
1137,utg.ge,Unknown,,first-party host
1137,utg.ge,United Telecom Georgia,https://www.utg.ge/,static server
699,unity3d.com,Unity Technologies,https://unity.com/,static server
699,unity3d.com,Unity Technologies,https://unity.com/,CDN
397,acquia.com,Acquia,https://www.acquia.com/,first-party host
397,acquia.com,Acquia,https://www.acquia.com/,CDN
10,youtube.com,Google,https://www.google.com/,CDN
10,youtube.com,Google,https://www.google.com/,CDN
429,pushbullet.com,Pushbullet,https://www.pushbullet.com/,marketing
429,pushbullet.com,Pushbullet,https://www.pushbullet.com/,first-party host
942,intercomcdn.com,Intercom,https://www.intercom.com/,CDN
942,intercomcdn.com,Intercom,https://www.intercom.com/,CDN
1438,operacdn.com,Opera Software AS,https://www.opera.com,CDN
1439,safebrowsing.apple,Apple Inc.,https://www.apple.com/,DNS
1964,exct.net,Experian,https://www.experian.com,marketing
1964,exct.net,eXact Advertising,https://www.exactmatchmedia.com/,advertising
2142,gotomeeting.com,"LogMeIn, Inc.",https://www.logmeininc.com/,marketing
2142,gotomeeting.com,LogMeIn,https://www.logmein.com/,marketing
2352,dlvr.it,dlvr.it,https://dlvr.it/,marketing
2352,dlvr.it,dlvr.it,https://dlvrit.com/,marketing
2787,tubemogul.com,Adobe,https://www.adobe.com/,advertising
2787,tubemogul.com,Tubemogul,https://www.tubemogul.com,advertising
3314,6play.fr,M6 Web,https://www.m6web.fr/,marketing
3314,6play.fr,M6 Web,https://www.m6web.fr/,marketing
3556,your-loop.com,Yourloop,your-loop.com,first-party host
3556,your-loop.com,Your-Loop,https://your-loop.com/,It is not possible to determine the purpose of the URL without additional information.
2950,comsouth.net,ComSouth,https://www.comsouth.net/,first-party host
2950,comsouth.net,ComSouth,https://www.comsouth.net/,First-party host
1963,nordstrom.com,Nordstrom,nordstrom.com,e-commerce website
1963,nordstrom.com,Nordstrom,https://www.nordstrom.com/,first-party host
1784,nowtv.com,Now TV,https://www.nowtv.com/,first-party host
1784,nowtv.com,Now TV,https://www.nowtv.com/,streaming service
1642,jomodns.com,Jomohost LLC,https://jomohost.com/,DNS
1642,jomodns.com,"Jomo Technology Co., Ltd.",https://www.jomotech.com/,DNS
1311,scruffapp.com,"Perry Street Software, Inc.",https://www.perrystreet.com/,marketing
1311,scruffapp.com,"Perry Street Software, Inc.",https://www.scruff.com/,marketing
1057,your-server.de,Hetzner Online GmbH,https://www.hetzner.com/,static server
1057,your-server.de,Hetzner Online GmbH,https://www.hetzner.com/,static server
858,hubspot.com,HubSpot,https://www.hubspot.com/,marketing
858,hubspot.com,HubSpot,https://www.hubspot.com/,marketing
619,bellmedia.ca,Bell Media Inc.,https://www.bellmedia.ca/,first-party host
619,bellmedia.ca,Bell Media,https://www.bellmedia.ca/,first-party host
352,sony.tv,Sony,https://www.sony.com/,marketing
352,sony.tv,Sony,https://www.sony.com/,marketing
220,jtvnw.net,Fastly,https://www.fastly.com/,CDN
220,jtvnw.net,Akamai Technologies,https://www.akamai.com/,CDN
15,roku.com,Roku,https://www.roku.com/,first-party host
15,roku.com,Roku Inc.,https://www.roku.com/,first-party host
120,ravm.tv,RAVM,https://ravm.tv/,static server
120,ravm.tv,Unknown,,CDN
110,playstation.net,Sony Interactive Entertainment LLC,https://www.playstation.com/,first-party host
110,playstation.net,Sony Interactive Entertainment Inc.,https://www.sie.com/,first-party host
322,google.ca,Google,https://www.google.com/,first-party host
322,google.ca,Google,https://www.google.com/,search engine
491,adobe.io,Adobe,https://www.adobe.com/,CDN
491,adobe.io,Adobe,https://www.adobe.com/,CDN
586,adsafeprotected.com,Integral Ad Science,https://integralads.com/,advertising
586,adsafeprotected.com,Integral Ad Science,https://integralads.com/,tracking
743,noip.com,"Vitalwerks Internet Solutions, LLC",https://www.noip.com/,DNS
743,noip.com,No-IP,https://www.noip.com/,DNS
835,aerserv.com,Aerserv,https://www.aerserv.com/,advertising
835,aerserv.com,Aerserv,https://www.aerserv.com/,Advertising
925,parastorage.com,Wix,https://www.wix.com/,CDN
925,parastorage.com,Para,https://www.para.com/,CDN
1073,caacbook.com,,,
1073,caacbook.com,Unknown,,Invalid URL
1246,bbox.fr,Bouygues Telecom,https://www.bouyguestelecom.fr/,CDN
1246,bbox.fr,Bbox,https://www.bouyguestelecom.fr/offres-internet,CDN
1352,herokuspace.com,Heroku,https://www.heroku.com/,static server
1352,herokuspace.com,Heroku,https://www.heroku.com/,static server
